synset_id,sense_id,sense_term
106833-N,106833-N-178643,АЖИТАЦИЯ
106833-N,106833-N-160782,ВЗВОЛНОВАННОСТЬ
106833-N,106833-N-134808,ВОЛНЕНИЕ
106833-N,106833-N-731959,СТЕСНЕНИЕ В СЕРДЦЕ
106833-N,106833-N-155295,ТРЕВОЛНЕНИЕ
112698-N,112698-N-146180,ПАРША
112698-N,112698-N-205605,ПАРШИВОСТЬ
112698-N,112698-N-205611,ШЕЛУДИВОСТЬ
9808-N,9808-N-158081,ЭНДОСКОПИЯ
9808-N,9808-N-121608,ЛАПАРОСКОПИЯ
123981-N,123981-N-158217,ЯЗВА
123981-N,123981-N-707477,ЯЗВОЧКА
151867-N,151867-N-739450,ПОРОК ОБЩЕСТВО
151867-N,151867-N-739453,СОЦИАЛЬНЫЙ ЯЗВА
151867-N,151867-N-739454,СОЦИАЛЬНЫЙ ПОРОК
151867-N,151867-N-158217,ЯЗВА
151867-N,151867-N-745867,ЯЗВА ОБЩЕСТВО
151867-N,151867-N-745865,БИЧ ОБЩЕСТВО
151867-N,151867-N-739451,ОБЩЕСТВЕННЫЙ ПОРОК
151867-N,151867-N-739452,ОБЩЕСТВЕННЫЙ ЯЗВА
136946-N,136946-N-199179,ЭЙФОРИЯ
9239-N,9239-N-118449,ПАРОТИТ
9239-N,9239-N-118625,СВИНКА
115010-N,115010-N-182527,РОДЫ
115010-N,115010-N-191036,РЕПРОДУКЦИЯ
115010-N,115010-N-110891,РОЖДЕНИЕ
4688-N,4688-N-112120,СТЕРИЛИЗАЦИЯ
114990-N,114990-N-112120,СТЕРИЛИЗАЦИЯ
114990-N,114990-N-148077,ПОЛОВОЙ СТЕРИЛИЗАЦИЯ
142000-N,142000-N-215404,ЛЕЧЕНИЕ МИНЕРАЛЬНЫЙ ВОДА
142000-N,142000-N-215403,БАЛЬНЕОТЕРАПИЯ
142000-N,142000-N-118426,БАЛЬНЕОЛЕЧЕНИЕ
10266-N,10266-N-125152,ГОМОСЕКСУАЛИСТ
10266-N,10266-N-197096,ПЕДЕРАСТ
10266-N,10266-N-204073,ГЕЙ
120996-N,120996-N-719388,КРОВЯНОЙ ТРОМБ
120996-N,120996-N-163266,ТРОМБ
1056-N,1056-N-111920,СПИД
1056-N,1056-N-104190,ИММУНОДЕФИЦИТ ЧЕЛОВЕК
1056-N,1056-N-712038,ВИЧ СПИД
1056-N,1056-N-101566,ВИЧ-ИНФЕКЦИЯ
1056-N,1056-N-117578,СИНДРОМ ПРИОБРЕСТИ ИММУНОДЕФИЦИТ
5704-N,5704-N-120175,НАСИЛЬСТВЕННЫЙ ПОЛОВОЙ АКТ
5704-N,5704-N-104147,ИЗНАСИЛОВАНИЕ
9856-N,9856-N-179028,ЭКГ
9856-N,9856-N-139796,КАРДИОГРАММА
9856-N,9856-N-121687,ЭЛЕКТРОКАРДИОГРАММА
5330-N,5330-N-113696,ФИЗИОТЕРАПИЯ
129454-N,129454-N-178819,ФИСТУЛА
129454-N,129454-N-160289,СВИЩ
3338-N,3338-N-104883,КЛЕЩЕВОЙ ЭНЦЕФАЛИТ
3338-N,3338-N-168313,ТАЕЖНЫЙ ЭНЦЕФАЛИТ
109989-N,109989-N-122578,КРОВОИЗЛИЯНИЕ
109989-N,109989-N-714432,ИЗЛИЯНИЕ КРОВЬ
109989-N,109989-N-119853,ГЕМАТОМА
148507-A,148507-A-143722,НОВОРОЖДЕННЫЙ
113896-A,113896-A-143722,НОВОРОЖДЕННЫЙ
124952-A,124952-A-686018,НЕПЕРЕНОСИМЫЙ
124952-A,124952-A-162756,НЕЩАДНЫЙ
124952-A,124952-A-174327,НЕСТЕРПИМЫЙ
124952-A,124952-A-205535,НЕСНОСНЫЙ
124952-A,124952-A-169464,НЕВЫНОСИМЫЙ
637-A,637-A-105537,КРИМИНОГЕННЫЙ
637-A,637-A-215228,ПОЛУКРИМИНАЛЬНЫЙ
637-A,637-A-109685,ПРЕСТУПНЫЙ
637-A,637-A-709067,ОБЩЕУГОЛОВНЫЙ
637-A,637-A-105533,КРИМИНАЛЬНЫЙ
637-A,637-A-113320,УГОЛОВНЫЙ
637-A,637-A-689214,УГОЛОВНО-НАКАЗУЕМЫЙ
141412-A,141412-A-109685,ПРЕСТУПНЫЙ
141412-A,141412-A-105533,КРИМИНАЛЬНЫЙ
4740-A,4740-A-115887,ДИАБЕТИЧЕСКИЙ
125686-A,125686-A-170800,РАЗДРАЖИТЕЛЬНЫЙ
759-A,759-A-100916,БЕРЕМЕННЫЙ
117187-A,117187-A-132806,АЖИОТАЖНЫЙ
117187-A,117187-A-141563,ЛИХОРАДОЧНЫЙ
110638-A,110638-A-181312,ГОРЯЧЕЧНЫЙ
110638-A,110638-A-141563,ЛИХОРАДОЧНЫЙ
149881-A,149881-A-141563,ЛИХОРАДОЧНЫЙ
123521-A,123521-A-141563,ЛИХОРАДОЧНЫЙ
123521-A,123521-A-168210,НЕРВИЧЕСКИЙ
123521-A,123521-A-143600,НЕРВНЫЙ
147266-A,147266-A-712506,ВСПОТЕВШИЙ
147266-A,147266-A-712505,МОКРЫЙ ОТ ПОТ
147266-A,147266-A-201931,ПОТНЫЙ
110872-A,110872-A-201931,ПОТНЫЙ
110872-A,110872-A-163560,ПОТОВОЙ
124803-A,124803-A-169198,ПЯТНИСТЫЙ
119945-A,119945-A-738474,СЛАБЫЙ ПО ЗДОРОВЬЕ
119945-A,119945-A-701904,СЛАБОВАТЫЙ
119945-A,119945-A-216615,СЛАБЕНЬКИЙ
119945-A,119945-A-133771,БОЛЕЗНЕННЫЙ
119945-A,119945-A-203227,НЕЗДОРОВЫЙ
119945-A,119945-A-187606,ОСЛАБЕЛЫЙ
119945-A,119945-A-153117,СЛАБЫЙ
139659-A,139659-A-742468,ВРЕДНЫЙ ДЛЯ ЗДОРОВЬЕ
139659-A,139659-A-203227,НЕЗДОРОВЫЙ
9402-A,9402-A-121752,АСТМАТИЧЕСКИЙ
9407-A,9407-A-135990,ГИПЕРТОНИЧЕСКИЙ
118884-A,118884-A-141512,ЛИПКИЙ
118884-A,118884-A-160214,ПРИЛИПЧИВЫЙ
107336-A,107336-A-160516,УТОМЛЕННЫЙ
107336-A,107336-A-160515,УСТАЛЫЙ
124742-A,124742-A-169093,СМУТНЫЙ
125685-A,125685-A-210252,СЛАБОНЕРВНЫЙ
125685-A,125685-A-207736,НЕРВОЗНЫЙ
125685-A,125685-A-170798,ВОЗБУДИМЫЙ
125685-A,125685-A-143600,НЕРВНЫЙ
125685-A,125685-A-749380,ПСИХИЧЕСКИ НЕУРАВНОВЕШЕННЫЙ
125685-A,125685-A-749378,НЕУРАВНОВЕШЕННЫЙ
125685-A,125685-A-749382,ЭМОЦИОНАЛЬНО НЕУСТОЙЧИВЫЙ
114597-A,114597-A-207736,НЕРВОЗНЫЙ
114597-A,114597-A-143600,НЕРВНЫЙ
113057-A,113057-A-143600,НЕРВНЫЙ
125685-A,125685-A-210252,СЛАБОНЕРВНЫЙ
125685-A,125685-A-207736,НЕРВОЗНЫЙ
125685-A,125685-A-170798,ВОЗБУДИМЫЙ
125685-A,125685-A-143600,НЕРВНЫЙ
125685-A,125685-A-749380,ПСИХИЧЕСКИ НЕУРАВНОВЕШЕННЫЙ
125685-A,125685-A-749378,НЕУРАВНОВЕШЕННЫЙ
125685-A,125685-A-749382,ЭМОЦИОНАЛЬНО НЕУСТОЙЧИВЫЙ
123521-A,123521-A-141563,ЛИХОРАДОЧНЫЙ
123521-A,123521-A-168210,НЕРВИЧЕСКИЙ
123521-A,123521-A-143600,НЕРВНЫЙ
6481-A,6481-A-729516,ВРОЖДЕННЫЙ
106766-A,106766-A-729516,ВРОЖДЕННЫЙ
106766-A,106766-A-203022,ПРИРОДНЫЙ
106766-A,106766-A-203020,ПРИРОЖДЕННЫЙ
124412-A,124412-A-168463,МЕТАСТАТИЧЕСКИЙ
107196-A,107196-A-758835,ПЛАКСИВЫЙ
118231-A,118231-A-735388,НЕЯРКИЙ
118231-A,118231-A-752677,НЕЯРКИЙ ПО ЦВЕТ
118231-A,118231-A-133680,БЛЕДНЫЙ
118231-A,118231-A-738336,БЛЕДНЫЙ ПО ЦВЕТ
118231-A,118231-A-738335,БЛЕДНЫЙ ПО ОКРАСКА
118231-A,118231-A-710984,БЛЕДНОВАТЫЙ
152622-A,152622-A-133680,БЛЕДНЫЙ
152622-A,152622-A-743930,БЕЛЫЙ КАК МЕЛ
152622-A,152622-A-743931,БЛЕДНЫЙ КАК МЕЛ
152622-A,152622-A-743933,БЕЛЫЙ КАК СТЕНА
152622-A,152622-A-133678,БЛЕДНОЛИЦЫЙ
119457-A,119457-A-160409,БЛЕКЛЫЙ
119457-A,119457-A-133592,БЕСЦВЕТНЫЙ
119457-A,119457-A-710984,БЛЕДНОВАТЫЙ
119457-A,119457-A-155489,ТУСКЛЫЙ
119457-A,119457-A-133680,БЛЕДНЫЙ
4350-A,4350-A-100843,БЕЗДОМНЫЙ
4350-A,4350-A-170339,БРОДЯЖИЙ
4350-A,4350-A-195350,БОМЖЕСКИЙ
4350-A,4350-A-195349,БОМЖОВЫЙ
115950-A,115950-A-136293,ГОРЯЧИЙ
115950-A,115950-A-741543,ГОРЯЧИЙ ПО ТЕМПЕРАТУРА
119868-A,119868-A-160506,ПЫЛКИЙ
119868-A,119868-A-160508,СТРАСТНЫЙ
119868-A,119868-A-163303,ПЛАМЕННЫЙ
119868-A,119868-A-136293,ГОРЯЧИЙ
125761-A,125761-A-171031,ЗАПАЛЬЧИВЫЙ
125761-A,125761-A-171029,ВСПЫЛЬЧИВЫЙ
125761-A,125761-A-735367,ГОРЯЧИЙ ПО ХАРАКТЕР
125761-A,125761-A-195624,ВЗРЫВЧАТЫЙ
125761-A,125761-A-136293,ГОРЯЧИЙ
125761-A,125761-A-720127,ВСПЫЛЬЧИВЫЙ КАК ПОРОХ
125761-A,125761-A-134473,ВЗРЫВНОЙ
125761-A,125761-A-735366,ВЗРЫВНОЙ ПО ХАРАКТЕР
137427-A,137427-A-136293,ГОРЯЧИЙ
114388-A,114388-A-102497,ГЛУХОЙ
114388-A,114388-A-199248,ГЛУХОВАТЫЙ
119405-A,119405-A-102497,ГЛУХОЙ
2450-A,2450-A-102497,ГЛУХОЙ
2450-A,2450-A-199248,ГЛУХОВАТЫЙ
2450-A,2450-A-178515,ТУГОУХИЙ
2450-A,2450-A-188701,СЛАБОСЛЫШАЩИЙ
2450-A,2450-A-744694,ПЛОХО СЛЫШАЩИЙ
2450-A,2450-A-744693,ТУГОЙ НА УХО
119404-A,119404-A-193363,ТОЛСТОКОЖИЙ
119404-A,119404-A-102497,ГЛУХОЙ
119404-A,119404-A-193365,НЕОТЗЫВЧИВЫЙ
119404-A,119404-A-133601,БЕСЧУВСТВЕННЫЙ
2450-A,2450-A-102497,ГЛУХОЙ
2450-A,2450-A-199248,ГЛУХОВАТЫЙ
2450-A,2450-A-178515,ТУГОУХИЙ
2450-A,2450-A-188701,СЛАБОСЛЫШАЩИЙ
2450-A,2450-A-744694,ПЛОХО СЛЫШАЩИЙ
2450-A,2450-A-744693,ТУГОЙ НА УХО
9408-A,9408-A-135919,ГЕМОГЛОБИННЫЙ
119882-A,119882-A-160547,СОНЛИВЫЙ
119882-A,119882-A-163952,ОСОВЕЛЫЙ
119882-A,119882-A-163954,ОСОЛОВЕЛЫЙ
119882-A,119882-A-163951,ПОЛУСОННЫЙ
119882-A,119882-A-160549,СОННЫЙ
140349-A,140349-A-209708,ТРАНССЕКСУАЛЬНЫЙ
140349-A,140349-A-209709,ТРАНССЕКСУАЛИСТСКИЙ
141530-A,141530-A-213951,ПАРАЦЕТАМОЛОВЫЙ
110165-A,110165-A-154737,ТАБЛЕТОЧНЫЙ
134231-A,134231-A-189769,ЧИХАТЕЛЬНЫЙ
9808-A,9808-A-700229,ЛАПАРОСКОПИЧЕСКИЙ
9808-A,9808-A-158080,ЭНДОСКОПИЧЕСКИЙ
114041-A,114041-A-150387,ПРОФИЛАКТИЧЕСКИЙ
981-A,981-A-114216,ЦИНКОВЫЙ
8153-A,8153-A-120507,ВОРОВСКОЙ
268-A,268-A-106334,МЕДНЫЙ
268-A,268-A-106345,МЕДЬСОДЕРЖАЩИЙ
9491-A,9491-A-157667,ШИЗОФРЕНИЧЕСКИЙ
4261-A,4261-A-174681,ОПЕКУНСКИЙ
5448-A,5448-A-123922,АММИАЧНЫЙ
6087-A,6087-A-713146,РАДИОТЕРАПЕВТИЧЕСКИЙ
8694-A,8694-A-139301,ИНСУЛИНОВЫЙ
5423-A,5423-A-139809,КАРИОЗНЫЙ
116900-A,116900-A-735221,БЕССОННЫЙ
3729-A,3729-A-135866,ГАНГРЕНОЗНЫЙ
123617-A,123617-A-200178,ЗАКОМПЛЕКСОВАННЫЙ
134698-A,134698-A-191556,ОТРЫЖЕЧНЫЙ
118884-A,118884-A-141512,ЛИПКИЙ
118884-A,118884-A-160214,ПРИЛИПЧИВЫЙ
4740-A,4740-A-115887,ДИАБЕТИЧЕСКИЙ
142817-A,142817-A-684139,ПЕДОФИЛЬСКИЙ
5101-A,5101-A-169294,ПРИЕМНЫЙ
5101-A,5101-A-122708,УСЫНОВИТЬ
4359-A,4359-A-136956,ДИФТЕРИЧЕСКИЙ
4359-A,4359-A-136953,ДИФТЕРИЙНЫЙ
4359-A,4359-A-136955,ДИФТЕРИТНЫЙ
115124-A,115124-A-155377,ТРОМБОЗНЫЙ
120289-A,120289-A-161572,МОЗОЛЬНЫЙ
7782-A,7782-A-189553,ПРОБИРОЧНЫЙ
113028-A,113028-A-143499,НЕЙРОХИРУРГИЧЕСКИЙ
124111-A,124111-A-704946,ЭСТРОГЕННЫЙ
9023-A,9023-A-141868,МАЛЯРИЙНЫЙ
7000-A,7000-A-670048,СВЕРХУРОЧНЫЙ
136755-A,136755-A-197836,ЭМБОЛИЧЕСКИЙ
8967-A,8967-A-133927,БРОМИСТЫЙ
8967-A,8967-A-133928,БРОМНЫЙ
8967-A,8967-A-195389,БРОМОВЫЙ
124624-A,124624-A-136173,ГОЛОВОКРУЖИТЕЛЬНЫЙ
2615-A,2615-A-211514,ПРЕКЛОННЫЙ
135455-A,135455-A-197070,УДУШАЮЩИЙ
135455-A,135455-A-203322,УДУШЛИВЫЙ
119161-A,119161-A-158765,АПАТИЧНЫЙ
119161-A,119161-A-158768,АПАТИЧЕСКИЙ
137821-A,137821-A-202577,ПУБЕРТАТНЫЙ
9239-A,9239-A-152429,СВИНУШНЫЙ
109728-A,109728-A-152643,СЕПТИЧЕСКИЙ
112698-A,112698-A-205607,ШЕЛУДИВЫЙ
112698-A,112698-A-205606,ПАРШИВЫЙ
141543-A,141543-A-205804,СЛАБОУМНЫЙ
144031-A,144031-A-707816,АУТИЧНЫЙ
144031-A,144031-A-714684,АУТИСТИЧЕСКИЙ
365-A,365-A-114935,ЯЧМЕННЫЙ
9473-A,9473-A-164911,АНЕСТЕТИЧЕСКИЙ
8510-A,8510-A-136213,ГОНОРЕЙНЫЙ
137570-A,137570-A-201734,ПЛОСКОСТОПЫЙ
616-A,616-A-741991,НЕДУЖНЫЙ
3073-A,3073-A-114069,ХОЛЕРНЫЙ
6178-A,6178-A-121628,КАДМИЕВЫЙ
6044-A,6044-A-151620,РЕВМАТИЧЕСКИЙ
6044-A,6044-A-151621,РЕВМАТОИДНЫЙ
9231-A,9231-A-184184,КОСОГЛАЗЫЙ
9231-A,9231-A-159164,КОСОЙ
118926-A,118926-A-144624,ОЗНОБНЫЙ
2367-A,2367-A-146278,ПЕНСИОНЕРСКИЙ
979-A,979-A-113880,ФОСФОРНЫЙ
9598-A,9598-A-133935,БРОНХИТНЫЙ
152622-A,152622-A-133680,БЛЕДНЫЙ
152622-A,152622-A-743930,БЕЛЫЙ КАК МЕЛ
152622-A,152622-A-743931,БЛЕДНЫЙ КАК МЕЛ
152622-A,152622-A-743933,БЕЛЫЙ КАК СТЕНА
152622-A,152622-A-133678,БЛЕДНОЛИЦЫЙ
133077-A,133077-A-186710,ОБМОРОЧНЫЙ
7528-A,7528-A-195714,САЛЬМОНЕЛЛЕЗНЫЙ
8161-A,8161-A-102782,ГРИППОЗНЫЙ
112579-A,112579-A-139331,ИНФАРКТНЫЙ
868-A,868-A-155642,УВОЛЬНИТЕЛЬНЫЙ
109936-A,109936-A-140602,КОНЪЮНКТИВИТНЫЙ
10266-A,10266-A-165716,ГОМОСЕКСУАЛИСТСКИЙ
134110-A,134110-A-189470,ПРИПОДНЯТЫЙ
8776-A,8776-A-145398,ОТИТНЫЙ
110150-A,110150-A-142208,МИГРЕНЕВЫЙ
9238-A,9238-A-151564,РАХИТНЫЙ
110398-A,110398-A-721637,ИСТЕРИЧНЫЙ
110398-A,110398-A-721632,ИСТЕРИЧЕСКИЙ
121341-A,121341-A-112699,ТЕМПЕРАТУРНЫЙ
114597-A,114597-A-207736,НЕРВОЗНЫЙ
114597-A,114597-A-143600,НЕРВНЫЙ
4030-A,4030-A-135940,ГЕПАТИТНЫЙ
109331-A,109331-A-158001,ЭКЗЕМАТОЗНЫЙ
6041-A,6041-A-205714,МЕНИНГИТНЫЙ
142357-A,142357-A-181599,ДЕПРЕССИВНЫЙ
110825-A,110825-A-145373,ОТЕЧНЫЙ
129312-A,129312-A-760928,НЕПЬЮЩИЙ
129312-A,129312-A-178482,ТРЕЗВЕННИЧЕСКИЙ
9483-A,9483-A-159969,БЕСПЛОДНЫЙ
4688-A,4688-A-154260,СТЕРИЛИЗАЦИОННЫЙ
3839-A,3839-A-143337,НАТРИЕВЫЙ
3840-A,3840-A-139609,КАЛИЕВЫЙ
3840-A,3840-A-104604,КАЛИЙНЫЙ
6161-A,6161-A-101000,БИОПСИЙНЫЙ
6161-A,6161-A-133643,БИОПСИЧЕСКИЙ
139886-A,139886-A-211421,МЕРТВОРОЖДЕННЫЙ
2852-A,2852-A-732483,СМЕРТНЫЙ
2852-A,2852-A-184465,ЛЕТАЛЬНЫЙ
2852-A,2852-A-111649,СМЕРТЕЛЬНЫЙ
8713-A,8713-A-215616,ГЕМОРРАГИЧЕСКИЙ
9400-A,9400-A-169918,БЛИЗОРУКИЙ
911-A,911-A-106079,МАГНИЕВЫЙ
109961-A,109961-A-152992,СКОЛИОЗНЫЙ
127354-A,127354-A-174833,СЕЛЕНОВЫЙ
110168-A,110168-A-133981,БРЮШНОТИФОЗНЫЙ
137191-A,137191-A-200218,ТРАНСПЛАНТАТНЫЙ
3214-A,3214-A-112141,СТОЛБНЯЧНЫЙ
9414-A,9414-A-121961,КИСТОЗНЫЙ
9856-A,9856-A-139797,КАРДИОГРАММНЫЙ
913-A,913-A-110702,РЕЗИНОВЫЙ
134054-A,134054-A-189319,ПОХМЕЛЬНЫЙ
8395-A,8395-A-133153,АЦЕТОНОВЫЙ
9402-A,9402-A-121752,АСТМАТИЧЕСКИЙ
109990-A,109990-A-154246,СТЕНОКАРДИЧЕСКИЙ
139128-A,139128-A-203390,САДОМАЗОХИСТСКИЙ
9946-A,9946-A-202538,РАСОВЫЙ
146631-A,146631-A-170142,БЕСПАМЯТНЫЙ
146631-A,146631-A-159405,БЕССОЗНАТЕЛЬНЫЙ
637-A,637-A-105537,КРИМИНОГЕННЫЙ
637-A,637-A-215228,ПОЛУКРИМИНАЛЬНЫЙ
637-A,637-A-109685,ПРЕСТУПНЫЙ
637-A,637-A-709067,ОБЩЕУГОЛОВНЫЙ
637-A,637-A-105533,КРИМИНАЛЬНЫЙ
637-A,637-A-113320,УГОЛОВНЫЙ
637-A,637-A-689214,УГОЛОВНО-НАКАЗУЕМЫЙ
8901-A,8901-A-170435,ГРУДНОЙ
3464-A,3464-A-145142,ОСПЕННЫЙ
7918-A,7918-A-150494,ПСИХОТЕРАПЕВТИЧЕСКИЙ
125067-A,125067-A-169648,АРИТМИЧЕСКИЙ
5567-A,5567-A-116093,ПАРАЛИТИЧЕСКИЙ
5567-A,5567-A-146132,ПАРАЛИЧНЫЙ
4727-A,4727-A-113214,ТУБЕРКУЛЕЗНЫЙ
7514-A,7514-A-139212,ИММУНИЗАЦИОННЫЙ
116877-A,116877-A-145694,ОТРОЧЕСКИЙ
6004-A,6004-A-109154,ПОЛИОМИЕЛИТНЫЙ
10134-A,10134-A-167426,ПРИПАДОЧНЫЙ
120934-A,120934-A-163119,ТАМПОННЫЙ
5137-A,5137-A-169375,АБОРТИВНЫЙ
5330-A,5330-A-113695,ФИЗИОТЕРАПЕВТИЧЕСКИЙ
8705-A,8705-A-139870,КАТАРАКТНЫЙ
107481-A,107481-A-202491,КОНСУЛЬТАЦИОННЫЙ
108863-A,108863-A-135833,ГАЙМОРИТНЫЙ
137116-A,137116-A-199891,НЕКРОФИЛЬСКИЙ
110468-A,110468-A-202103,ПАРАНОИДАЛЬНЫЙ
110468-A,110468-A-146137,ПАРАНОИЧЕСКИЙ
141493-A,141493-A-687857,ОПИАТНЫЙ
127631-A,127631-A-175420,ТОШНОТНЫЙ
6259-A,6259-A-133482,БЕЛОКРОВНЫЙ
6259-A,6259-A-141375,ЛЕЙКОЗНЫЙ
8804-A,8804-A-150281,ПРОСТУДНЫЙ
112450-A,112450-A-132733,АБСЦЕССНЫЙ
7314-A,7314-A-700443,СУИЦИДНЫЙ
7314-A,7314-A-118843,СУИЦИДАЛЬНЫЙ
7314-A,7314-A-191813,САМОУБИЙСТВЕННЫЙ
7314-A,7314-A-112379,СУИЦИДОЛОГИЧЕСКИЙ
111367-A,111367-A-177968,ЭГОИСТИЧНЫЙ
111367-A,111367-A-177967,СЕБЯЛЮБИВЫЙ
123979-A,123979-A-169079,ГИПОТОНИЧЕСКИЙ
8482-A,8482-A-121721,СИФИЛИТИЧЕСКИЙ
123908-A,123908-A-167489,ГАЛЛЮЦИНАТОРНЫЙ
136560-A,136560-A-199249,ХОЛЕСТЕРИНОВЫЙ
9805-A,9805-A-708631,ИНФУЗИОННЫЙ
114826-A,114826-A-157989,ЭГОЦЕНТРИЧЕСКИЙ
114826-A,114826-A-194490,ЭГОЦЕНТРИЧНЫЙ
7513-A,7513-A-116265,ИММУНОЛОГИЧЕСКИЙ
759-A,759-A-100916,БЕРЕМЕННЫЙ
136603-A,136603-A-215746,ДИСКОМФОРТНЫЙ
112491-A,112491-A-133019,АПОПЛЕКСИЧЕСКИЙ
3700-A,3700-A-103135,ДИЗЕНТЕРИЙНЫЙ
2034-A,2034-A-133962,БРУЦЕЛЛЕЗНЫЙ
912-A,912-A-141903,МАРГАНЦОВЫЙ
912-A,912-A-116149,МАРГАНЦЕВЫЙ
9387-A,9387-A-143234,НАСМОРОЧНЫЙ
3373-A,3373-A-132879,АЛКОГОЛИЧЕСКИЙ
3841-A,3841-A-139628,КАЛЬЦИЕВЫЙ
112452-A,112452-A-132749,АВИТАМИНОЗНЫЙ
113297-A,113297-A-134598,ВЛАГАЛИЩНЫЙ
113297-A,113297-A-195448,ВАГИНАЛЬНЫЙ
8216-A,8216-A-123682,НАРКОЗНЫЙ
114693-A,114693-A-154530,СУДОРОЖНЫЙ
114693-A,114693-A-153863,СПАЗМАТИЧЕСКИЙ
114693-A,114693-A-140502,КОНВУЛЬСИВНЫЙ
124412-A,124412-A-168463,МЕТАСТАТИЧЕСКИЙ
112643-A,112643-A-135897,ГАСТРИЧЕСКИЙ
112643-A,112643-A-135896,ГАСТРИТНЫЙ
9484-A,9484-A-139302,ИНСУЛЬТНЫЙ
5802-A,5802-A-690924,ИМБЕЦИЛЬНЫЙ
5802-A,5802-A-690925,ОЛИГОФРЕНИЧЕСКИЙ
2167-A,2167-A-156910,ХЛОРИСТЫЙ
2167-A,2167-A-156911,ХЛОРНЫЙ
9478-A,9478-A-142265,МИОМНЫЙ
8094-A,8094-A-124018,АНЕМИЧЕСКИЙ
4880-A,4880-A-144602,ОЖОГОВЫЙ
2059-A,2059-A-155218,ТРАВМАТИЧЕСКИЙ
113568-A,113568-A-124500,ЧУМНОЙ
264-A,264-A-119735,ЖЕЛЕЗОСОДЕРЖАЩИЙ
264-A,264-A-103543,ЖЕЛЕЗНЫЙ
9476-A,9476-A-141961,МАССАЖНЫЙ
8159-A,8159-A-102510,ГОМЕОПАТИЧЕСКИЙ
111184-A,111184-A-133031,АППЕНДИЦИТНЫЙ
5136-A,5136-A-202285,БЕРЕМЕННЫЙ
136064-A,136064-A-214923,РВОТНЫЙ
8706-A,8706-A-136056,ГЛАУКОМНЫЙ
123981-A,123981-A-158218,ЯЗВЕННЫЙ
109688-A,109688-A-135920,ГЕМОРРОИДАЛЬНЫЙ
109688-A,109688-A-135922,ГЕМОРРОЙНЫЙ
110356-A,110356-A-143430,НЕВРАЛГИЧЕСКИЙ
3837-A,3837-A-112416,АЛЮМИНИЕВЫЙ
978-A,978-A-111253,СВИНЦОВЫЙ
111127-A,111127-A-143651,НЕФРИТОВЫЙ
9677-A,9677-A-724957,ФАРМАКОТЕРАПЕВТИЧЕСКИЙ
109552-A,109552-A-157150,ЦИНГОТНЫЙ
108841-A,108841-A-124941,ЧЕСОТОЧНЫЙ
112828-A,112828-A-150678,РАДИКУЛИТНЫЙ
4684-A,4684-A-105148,КОРЕВОЙ
135743-A,135743-A-701046,АБСТИНЕНТНЫЙ
114938-A,114938-A-153642,СОМНАМБУЛИЧЕСКИЙ
7506-A,7506-A-158088,ЭНЦЕФАЛИТНЫЙ
2968-A,2968-A-199044,НЕРАБОТОСПОСОБНЫЙ
2968-A,2968-A-107591,НЕТРУДОСПОСОБНЫЙ
7393-A,7393-A-200194,АТЕРОСКЛЕРОТИЧЕСКИЙ
136540-A,136540-A-698050,ХИМИОТЕРАПЕВТИЧЕСКИЙ
142000-A,142000-A-111299,БАЛЬНЕОЛОГИЧЕСКИЙ
142000-A,142000-A-125066,БАЛЬНЕОТЕРАПЕВТИЧЕСКИЙ
9725-A,9725-A-165795,ПРОЦЕДУРНЫЙ
110643-A,110643-A-125202,СТРЕССОВЫЙ
5177-A,5177-A-110636,РЕАНИМАЦИОННЫЙ
126333-A,126333-A-172402,ИМПОТЕНТСКИЙ
136570-A,136570-A-699124,ПЕДОФИЛЬНЫЙ
138996-A,138996-A-205667,МАЗОХИСТСКИЙ
9278-A,9278-A-132942,АМПУТАЦИОННЫЙ
111256-A,111256-A-121273,НЕВРОТИЧЕСКИЙ
109296-A,109296-A-117218,КАТАРАЛЬНЫЙ
9406-A,9406-A-140322,КОЛИТНЫЙ
9050-A,9050-A-164109,КОФЕИНОВЫЙ
119325-A,119325-A-159139,САМОУВЕРЕННЫЙ
119325-A,119325-A-159141,САМОНАДЕЯННЫЙ
9869-A,9869-A-168451,ГРЫЖЕВЫЙ
9869-A,9869-A-168452,ГРЫЖЕВОЙ
116984-V,116984-V-136764,ДЕРГАТЬ
116984-V,116984-V-154404,СТРЕЛЬНУТЬ
116984-V,116984-V-112225,СТРЕЛЯТЬ
8303-V,8303-V-674339,ПОСАДИТЬ В ТЮРЬМА
8303-V,8303-V-674340,САЖАТЬ В ТЮРЬМА
8303-V,8303-V-674344,ОТПРАВЛЯТЬ В ТЮРЬМА
8303-V,8303-V-674338,ЗАКЛЮЧИТЬ В ТЮРЬМА
8303-V,8303-V-674343,ОТПРАВИТЬ В ТЮРЬМА
8303-V,8303-V-674342,ОТПРАВИТЬСЯ В ТЮРЬМА
8303-V,8303-V-674337,ЗАКЛЮЧАТЬ В ТЮРЬМА
8303-V,8303-V-670605,НАКАЗАТЬ ТЮРЬМА
8303-V,8303-V-759382,СЕСТЬ В ТЮРЬМА
9231-V,9231-V-140761,КОСИТЬ
9231-V,9231-V-748681,ГЛАЗ КОСИТЬ
9231-V,9231-V-748682,КОСИТЬ ГЛАЗ
119526-V,119526-V-140400,КОЛЬНУТЬ
119526-V,119526-V-712019,ПОКАЛЫВАТЬ
